OBJECTID,FID_precipitation_Output_Features,lat,lon,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
3037,11951,29.625,115.625,1545.466,1955.762,1345.961,1645.041,1511.072,1666.038,2183.692,1454.602,1398.943,1481.345,1275.327,1384.407,1339.046,1426.877,1369.044,1170.576,1215.622,1322.985,1162.748,1642.846,1003.55,1690.775,1684.203,1190.067,1663.289,1672.028,1491.08,1479.92,1323.338,1707.292,948.892,1173.109,1691.527,1284.185,1303.144,1719.989,1625.679,1337.391,1244.496,1421.848,1334.027,1550.29,1706.148,1543.465,1319.152,1877.015,1418.346,1557.331,1433.638,1463.984,1730.238,1965.16,1252.822,1275.048,1712.4,1563.695,1271.411,1579.983,1226.395,1179.257,1337.148,1296.904,1784.564,1057.469,1694.208,1336.011,1585.171,1805.86,2003.294
3451,12655,30.375,99.625,657.908,634.823,581.549,614.377,664.515,556.648,827.868,670.488,673.932,645.589,559.296,523.32,748.197,579.539,735.973,586.597,612.232,838.493,688.907,448.756,637.007,637.484,742.609,447.155,555.322,506.142,777.33,490.755,570.944,558.769,585.05,601.666,667.524,571.19,669.671,490.146,606.307,675.403,575.585,725.009,525.622,711.028,682.926,708.802,471.784,745.043,493.815,729.007,692.407,584.752,947.832,712.116,725.259,672.971,633.978,798.125,809.623,693.281,563.597,535.525,698.042,537.664,600.914,506.974,601.703,628.734,553.492,534.003,674.854
5341,15500,33.125,106.875,863.793,851.133,793.097,799.103,1028.708,717.75,845.727,807.658,913.567,611.327,1030.212,607.516,636.17,975.32,821.182,1016.905,1011.115,760.094,597.839,815.709,952.073,706.908,759.513,746.154,665.875,965.152,799.225,824.373,736.966,645.225,663.558,650.768,981.986,1089.401,882.159,1288.283,909.255,796.53,589.154,844.916,680.81,969.451,865.969,578.632,738.932,761.144,610.958,516.165,696.732,468.739,940.83,681.479,832.406,565.869,620.43,860.563,684.873,764.916,657.884,743.898,876.701,794.864,811.376,1136.614,782.392,964.512,859.487,713.23,598.715
14125,29427,46.625,132.625,675.998,458.525,478.848,667.98,583.665,570.71,520.973,696.297,740.252,808.962,596.039,859.19,830.817,532.59,698.628,644.773,749.905,607.781,545.885,433.461,619.53,593.605,479.092,708.481,766.558,729.549,703.832,399.569,519.122,473.42,553.43,481.922,609.254,911.77,514.758,643.831,680.053,601.799,407.866,657.628,531.03,503.482,558.1,721.939,510.556,541.173,832.754,555.764,591.696,596.252,594.239,441.022,627.643,416.785,681.063,418.367,591.809,542.386,612.97,599.622,478.484,606.892,684.211,449.864,697.364,692.303,610.123,694.272,722.339
12339,25661,43.125,87.125,136.966,211.08,131.621,153.515,251.137,260.595,272.635,227.708,213.049,167.417,310.588,304.702,189.347,190.36,119.032,201.53,200.256,200.03,258.945,130.261,97.512,191.999,200.03,285.267,214.422,145.373,153.223,213.267,195.711,125.577,192.605,255.15,159.16,220.728,192.04,203.962,221.924,146.182,196.535,277.08,330.329,252.014,302.836,239.057,340.327,274.464,255.648,168.75,340.434,157.58,360.163,296.785,276.066,199.299,373.636,280.839,223.41,284.022,171.67,272.294,197.567,236.296,202.271,230.701,196.14,262.019,232.258,303.073,314.314
8181,19761,37.375,84.125,170.564,139.03,110.895,169.922,107.976,63.197,161.196,65.412,39.386,86.259,149.48,61.842,31.814,31.461,293.28,49.449,140.052,82.655,150.996,141.347,101.2,156.611,85.725,329.291,226.421,83.142,180.21,87.168,80.463,110.715,93.974,144.454,59.032,272.119,279.624,110.155,84.393,112.082,32.581,260.589,187.499,294.192,135.932,181.695,228.504,158.243,60.64,111.814,165.832,87.14,155.117,119.169,142.043,89.95,195.207,203.213,101.092,280.117,124.046,224.781,185.009,94.989,196.447,85.434,187.221,213.686,86.415,186.315,124.859
5955,16469,34.125,93.125,226.539,235.821,218.631,214.862,247.637,188.799,254.595,187.183,118.424,226.942,214.378,176.709,192.026,251.987,227.318,255.47,199.373,243.268,205.225,242.294,198.717,180.921,209.956,243.943,241.615,182.878,288.801,235.149,218.199,226.744,188.985,161.088,220.236,256.347,254.009,237.909,143.514,295.559,170.073,192.771,197.563,260.923,174.021,217.344,180.89,236.644,158.227,198.796,225.791,199.971,240.577,258.4,236.4,248.476,277.468,217.608,234.056,279.347,203.256,257.852,278.393,352.499,262.515,286.175,264.841,214.514,328.134,187.399,222.08
7119,18253,35.875,91.125,129.176,129.814,126.314,122.883,173.33,91.523,106.599,103.15,44.024,103.743,110.355,80.274,80.394,108.538,152.398,161.762,94.106,118.911,99.522,135.369,88.047,109.939,99.553,113.453,129.08,124.166,137.659,137.636,120.965,115.063,97.601,141.86,140.376,199.03,153.862,149.705,106.816,121.353,130.423,101.774,121.12,142.925,103.954,131.871,102.605,181.205,79.421,120.031,122.04,103.885,146.975,153.211,146.787,107.694,169.938,122.977,125.567,163.388,102.965,186.409,194.396,159.726,161.067,134.242,122.2,159.461,151.557,104.635,120.764
3347,12457,30.125,114.125,1601.534,1481.455,1190.557,1367.499,1237.438,1249.081,1999.241,1252.374,1108.01,1374.475,1452.431,1479.87,1176.323,1204.002,1532.226,1089.379,1338.295,1073.927,922.511,1333.46,992.881,1715.825,1327.928,884.88,1177.036,1360.381,1093.498,1364.164,1093.797,1414.111,896.968,1039.371,1563.571,1159.334,1497.308,1860.602,1193.643,1095.137,1100.43,1444.506,1377.243,1609.49,1315.498,1574.558,1137.582,1656.597,1183.462,1492.001,1353.758,1097.587,1408.499,1503.933,1180.023,1012.405,1630.869,1352.834,1416.068,1202.885,1072.826,1077.701,1301.439,1144.54,1516.855,976.156,1533.985,1278.02,1299.56,1481.453,1842.13
9287,21339,38.875,94.625,55.508,62.313,46.255,41.438,56.893,23.748,36.063,34.668,12.527,20.571,36.636,48.007,18.357,18.677,36.041,37.106,43.592,15.884,35.236,72.6,29.35,40.581,50.028,59.946,54.152,53.475,34.668,43.654,32.678,54.866,32.75,81.789,28.393,52.708,56.951,38.773,33.34,21.191,33.551,46.055,40.223,39.155,26.845,39.731,52.482,44.11,28.027,24.529,34.998,39.277,33.356,39.66,33.13,28.521,43.728,47.864,35.887,44.231,49.671,52.038,35.194,31.413,54.278,45.202,64.888,43.998,44.093,43.19,48.407
9098,21069,38.625,91.125,43.583,45.615,45.5,35.986,54.14,23.217,23.864,34.024,3.952,25.126,28.563,38.428,16.309,19.13,53.034,48.916,27.728,24.298,28.191,51.067,27.176,35.059,36.577,33.391,51.51,48.758,34.414,50.59,41.006,42.524,27.569,71.53,46.859,70.295,55.161,51.461,38.393,19.977,57.171,37.351,34.091,47.246,37.446,41.799,35.646,67.782,23.091,23.218,45.898,30.426,40.807,53.905,39.629,22.258,46.296,44.278,41.913,43.07,21.504,46.937,65.699,27.042,53.371,37.654,50.486,66.359,30.611,34.039,39.201
5695,16031,33.625,111.625,815.748,947.395,655.367,722.895,773.992,771.14,884.181,611.555,839.996,703.669,986.635,621.269,732.459,701.043,686.697,814.218,1151.349,679.739,542.877,840.218,744.553,571.979,760.176,827.287,571.346,711.888,646.036,737.021,603.021,639.127,522.348,898.901,847.047,768.112,811.565,996.748,924.831,744.207,559.987,789.922,661.843,928.352,666.989,630.572,690.038,755.71,682.035,607.335,872.639,527.253,791.351,552.481,908.752,568.397,710.261,1014.106,660.909,874.023,688.214,718.006,692.258,813.285,893.833,820.118,517.085,668.59,733.604,736.468,798.761
8268,19848,37.375,105.875,298.99,399.346,266.004,286.894,294.38,279.421,281.257,324.38,352.081,145.536,284.353,341.881,273.178,463.775,259.45,182.525,483.581,211.545,172.871,362.001,345.238,211.877,269.363,265.824,259.325,302.08,194.639,248.911,311.329,393.289,391.923,265.948,211.334,261.722,118.525,380.279,219.878,403.899,173.547,197.966,214.831,308.088,360.488,196.733,273.638,224.201,258.906,301.402,313.001,194.319,314.801,260.194,204.402,321.38,338.846,290.271,205.983,125.635,185.014,341.453,188.631,196.384,255.307,277.768,322.544,222.483,284.801,250.442,294.043
4166,13721,31.375,110.125,1155.635,1005.203,1258.528,968.501,1188.806,884.253,1157.613,750.223,1196.85,914.149,1047.336,942.761,1076.03,928.459,1045.134,1174.442,1176.017,996.53,739.39,1157.567,1090.099,1068.654,1054.559,1220.032,950.065,1113.682,1082.91,1085.093,893.153,978.267,1010.204,1236.741,1175.632,883.487,1355.47,1362.739,1123.531,1088.261,1036.169,1080.995,930.443,1427.647,948.611,915.785,1002.778,1135.993,936.843,988.015,1057.077,741.968,1210.183,997.906,1203.325,909.768,1160.437,1230.462,1022.544,1004.481,776.227,1047.627,1072.308,962.394,944.995,1054.469,824.371,879.518,1039.974,1047.08,1141.506
11630,24517,41.875,121.125,542.134,683.421,642.698,484.468,360.486,719.192,659.414,502.577,628.422,397.374,337.544,726.477,493.286,462.865,589.35,554.931,690.093,484.769,515.173,387.947,384.762,684.391,524.962,462.884,479.677,563.171,617.621,536.733,505.481,653.996,491.383,620.719,317.115,333.692,345.416,400.93,489.904,566.022,586.945,543.316,391.828,511.63,588.378,600.825,401.182,553.214,717.062,582.102,538.748,449.865,734.648,356.553,373.929,372.425,433.014,443.251,460.691,531.694,400.896,459.837,432.671,361.948,697.619,427.398,658.231,422.765,297.103,482.696,583.855
13369,27590,44.875,121.375,404.89,479.626,338.884,315.166,375.544,388.982,507.764,288.379,381.972,604.436,397.596,454.368,540.46,383.603,347.98,443.601,360.656,357.627,401.2,270.466,310.842,532.674,363.286,448.498,267.554,356.228,416.06,325.758,351.91,451.48,340.847,420.27,269.961,372.489,266.37,488.515,460.59,426.65,495.326,468.745,413.117,251.922,550.304,478.172,333.682,403.452,418.679,263.2,303.864,278.732,524.054,325.332,231.294,299.788,264.007,302.553,442.162,375.181,327.869,246.095,344.807,270.168,341.301,337.392,504.253,549.318,262.381,422.507,400.088
5173,15243,32.875,106.625,880.385,847.741,792.1,823.197,1040.882,749.952,865.284,818.62,904.673,625.055,1021.465,617.473,662.677,977.821,824.639,1052.243,1031.025,780.99,607.584,838.728,960.027,752.892,753.093,744.124,672.211,1011.551,809.543,839.771,736.17,651.389,661.066,637.802,1008.984,1133.0,874.752,1274.219,909.663,821.101,599.149,868.069,713.545,986.452,867.733,588.308,764.922,816.951,620.861,537.757,663.7,479.727,978.696,695.496,856.126,579.504,654.021,872.91,711.646,766.063,659.91,762.601,903.95,823.517,814.789,1135.493,802.875,998.593,877.472,751.53,605.254
858,6840,24.625,117.875,1049.929,1258.971,1874.966,1611.561,1573.445,1653.859,1021.439,1277.535,1413.393,1188.839,1347.615,1822.16,1480.001,1928.514,1272.788,1297.244,1304.672,1438.613,1184.896,1129.669,1416.142,1368.613,1255.167,1165.777,1660.235,1833.716,1390.844,1800.177,1260.09,1249.41,1480.865,1362.02,1484.455,1285.057,1305.054,1836.787,1458.456,1642.632,1385.069,1432.108,1318.407,1408.104,1948.603,1377.675,1833.55,1378.06,1516.327,1411.555,1453.365,1826.574,1571.126,1523.625,1979.901,1815.422,1566.342,1317.333,1201.814,1692.766,2096.115,1470.751,1466.643,1170.449,1548.433,1082.614,1474.326,1919.833,1338.85,1522.414,2596.989
3380,12584,30.375,81.875,668.473,714.833,670.469,592.282,615.177,565.201,616.809,663.523,676.518,616.529,543.478,544.863,463.22,546.386,559.599,714.261,393.273,522.847,553.038,490.434,441.533,598.342,498.005,827.401,507.845,727.723,683.954,833.641,664.927,885.42,838.221,667.021,845.895,732.391,576.127,893.719,459.952,748.449,718.923,432.621,552.621,515.464,798.175,446.062,516.986,458.678,555.727,745.338,582.616,653.336,627.516,689.705,938.292,615.653,873.405,629.956,549.818,486.615,602.631,554.61,595.704,405.785,587.158,712.122,532.883,618.124,298.274,892.006,677.455
7749,19118,36.625,115.375,583.517,679.477,599.601,581.17,602.998,692.178,734.278,634.659,804.39,478.821,739.086,525.219,537.006,873.128,636.192,738.594,979.606,422.599,412.809,659.848,456.507,648.092,517.487,750.157,438.186,743.8,575.848,586.06,716.905,721.749,398.773,586.514,475.066,431.68,657.381,489.947,605.191,475.164,419.602,609.534,477.492,554.891,761.4,610.558,347.748,649.557,604.15,624.84,549.227,401.828,639.722,371.821,697.393,326.542,349.009,750.179,602.969,677.118,413.421,610.819,560.361,645.27,687.55,584.131,493.203,598.404,464.596,618.38,686.793
11971,25018,42.375,118.375,461.49,545.826,509.692,246.148,355.516,443.731,635.953,363.533,455.414,554.291,410.311,603.043,370.584,414.183,481.032,404.061,449.248,419.033,366.603,350.551,360.21,520.642,428.198,353.268,347.892,458.497,516.64,318.999,410.602,399.798,454.399,540.105,284.775,319.63,330.833,415.773,322.859,551.094,539.666,424.068,277.192,269.541,527.881,500.402,486.02,521.362,565.198,451.267,439.071,459.988,546.859,414.025,352.003,340.407,340.432,428.533,382.014,427.481,344.995,329.67,368.029,310.849,515.984,393.121,395.657,421.686,331.873,441.196,531.146
7941,19385,36.875,118.125,622.692,581.571,678.738,883.658,556.462,852.89,716.113,530.427,774.416,672.949,579.103,619.684,710.306,695.843,844.905,716.115,1284.034,564.558,587.843,620.663,440.161,592.723,780.637,885.437,557.691,674.592,842.95,548.048,612.551,641.062,696.91,677.464,612.477,398.926,586.538,522.415,657.427,692.06,417.899,673.123,491.609,400.987,981.851,633.326,476.102,731.609,681.297,799.246,652.302,555.76,754.481,533.456,552.821,579.549,343.557,817.769,833.901,652.376,492.069,749.329,647.63,610.512,658.405,769.927,670.359,680.047,513.698,637.549,717.513
2087,10359,28.125,101.625,1027.71,962.227,792.868,1057.848,1091.189,784.467,1111.338,882.699,1018.892,939.69,864.811,921.25,827.4,778.792,755.395,833.193,884.717,1125.922,932.645,807.429,1195.458,826.199,867.682,845.339,692.306,905.067,1128.195,795.963,834.474,784.907,948.925,822.341,985.596,875.805,822.543,751.814,843.834,961.031,959.181,984.766,884.159,909.664,1007.355,973.135,734.726,1013.136,791.91,872.856,769.883,838.346,1180.795,1138.975,995.378,1080.128,946.565,890.383,1015.136,812.041,823.878,901.162,947.76,844.131,940.967,642.445,997.226,883.281,972.743,890.084,1033.783
13279,27372,44.625,130.875,593.628,457.03,530.061,692.487,552.306,503.438,668.079,628.236,701.42,736.473,484.124,712.616,801.451,591.219,619.662,614.965,593.908,712.731,543.462,394.472,837.013,572.025,482.333,730.917,633.752,543.268,695.876,432.913,486.967,442.34,465.853,428.166,659.164,683.718,451.821,614.81,566.202,519.1,744.526,723.215,589.676,647.248,720.201,583.847,599.151,607.539,757.016,582.747,559.598,510.913,601.089,459.36,659.315,564.719,690.934,409.862,546.169,568.809,604.516,571.307,598.218,681.032,661.234,461.512,750.376,724.612,472.629,666.437,785.075
568,6038,23.875,109.375,1714.442,1642.349,1569.039,1730.272,1689.762,1720.147,1223.082,1296.848,1326.586,1671.551,1449.85,1972.657,1438.966,1862.263,1393.727,1079.11,1415.604,1720.162,1479.91,1585.405,1585.708,1481.033,1766.777,1536.946,1368.931,1511.212,1640.261,1413.976,1471.078,1638.419,1380.732,1475.638,1415.82,1730.207,1608.52,1868.854,1064.211,1346.978,1455.343,1457.72,1363.442,1009.411,1494.991,1111.471,1374.241,1663.437,2296.83,1318.792,1400.981,1771.204,1618.147,1764.667,1329.627,1813.573,1944.525,1097.795,1298.421,1554.627,1554.914,1603.699,1833.002,1191.072,1364.08,1177.083,1600.844,1665.092,1475.015,1552.938,1632.872
12138,25287,42.625,121.625,507.013,644.976,580.68,430.283,382.818,683.841,665.1,474.327,635.239,478.154,393.872,748.584,560.452,471.293,539.675,564.582,626.221,444.028,531.622,352.51,380.708,640.889,500.488,464.095,464.625,519.908,561.633,436.135,473.397,645.254,473.34,629.948,300.292,391.496,360.496,444.038,466.64,502.709,583.567,515.242,412.902,476.437,536.757,639.676,473.535,504.811,684.425,568.048,437.786,443.306,690.837,368.359,348.878,335.814,391.326,420.268,409.002,521.504,464.986,371.578,419.5,357.613,602.195,375.352,623.924,453.814,275.699,475.58,561.755
12309,25574,42.875,129.375,685.094,584.074,578.968,691.326,667.152,667.904,690.814,526.194,803.521,664.4,537.733,771.446,722.56,773.039,739.594,691.257,711.23,797.959,768.336,467.462,725.369,646.982,584.59,835.223,739.977,641.271,761.935,635.556,573.909,444.075,584.597,606.642,602.141,674.615,724.892,694.079,698.602,559.408,956.806,855.291,586.4,731.84,780.34,582.483,696.259,621.329,914.298,919.712,600.362,613.18,640.224,687.573,887.774,657.858,738.49,560.981,594.248,716.0,603.246,718.529,614.022,656.67,776.637,443.125,879.899,831.598,518.814,793.924,834.407
3817,13204,30.875,108.875,1301.881,1166.457,1257.877,943.281,1321.447,909.291,1184.701,876.937,1205.821,975.116,1008.763,968.18,1072.965,945.427,1191.347,1337.612,1145.75,1184.194,871.149,1284.265,1243.102,1172.049,1201.655,1254.082,1109.101,1185.353,1214.519,1121.231,1008.067,1129.97,1016.516,1343.089,1347.797,1061.068,1633.329,1461.104,1230.747,1160.491,1092.358,1099.09,981.793,1482.89,907.755,1105.916,1039.847,1316.95,1096.804,1183.639,1026.227,882.659,1371.291,1153.259,1223.359,864.861,1190.444,1267.867,1071.57,1059.055,814.031,1166.498,1236.214,1001.535,978.705,1158.713,902.207,989.852,1212.836,1259.354,1266.676
14058,29249,46.625,88.125,98.665,110.102,110.878,139.445,148.2,148.087,165.977,134.652,140.58,205.664,193.875,159.565,172.113,129.235,63.123,90.652,122.37,113.184,179.823,91.61,138.388,169.0,157.389,143.906,135.437,124.549,77.668,101.118,116.746,108.605,119.095,152.622,120.646,141.341,81.819,137.957,216.477,104.322,123.646,200.161,177.137,126.39,148.258,114.49,207.295,213.696,164.974,148.594,188.463,104.984,191.909,146.696,203.371,189.038,152.251,171.075,169.058,162.008,139.844,179.712,109.427,157.43,175.401,167.792,187.467,169.841,118.25,184.693,348.916
9928,22205,39.625,119.125,613.339,832.129,601.475,520.966,503.295,762.204,659.434,663.134,692.627,287.608,303.553,583.975,412.354,566.881,626.172,439.555,965.737,425.193,539.501,593.677,318.412,784.508,474.9,639.336,320.427,630.283,675.54,516.341,621.617,693.755,443.24,593.583,439.569,500.121,386.398,398.435,496.926,742.837,690.611,690.988,642.819,383.633,609.886,524.838,474.755,333.554,671.236,636.721,478.339,475.123,642.841,333.562,435.013,337.031,295.275,604.685,556.632,540.658,396.129,526.225,508.878,410.435,594.198,543.34,907.585,473.968,410.33,524.086,693.398
12818,26551,43.875,117.625,408.048,428.933,404.485,337.499,381.546,331.981,519.923,339.13,465.302,358.465,324.524,547.658,347.229,432.988,325.238,417.443,321.874,314.935,325.556,364.861,199.173,475.796,383.93,323.717,300.082,316.817,504.831,295.245,355.578,306.479,360.612,486.113,249.178,376.589,287.386,440.735,317.725,414.707,387.285,401.586,225.06,281.122,384.711,470.024,462.327,567.033,279.356,357.313,392.028,371.93,500.718,327.695,338.821,304.222,301.965,354.572,378.547,228.701,264.683,244.784,343.517,273.791,314.138,344.658,442.118,299.812,251.164,406.559,325.126
3765,13152,30.875,95.875,526.019,485.407,484.198,513.405,527.486,397.089,560.093,515.656,501.287,497.631,375.13,431.848,528.245,431.918,587.989,486.016,444.742,585.613,517.426,348.344,422.32,503.826,529.308,359.86,403.56,378.638,521.581,372.979,446.564,500.92,463.967,506.841,522.093,388.039,440.235,343.25,402.783,559.731,430.003,582.988,469.253,456.98,554.459,591.204,320.641,544.186,351.895,519.438,519.796,425.283,601.34,540.68,553.213,531.608,492.693,515.122,576.803,436.906,403.261,392.028,466.028,399.356,527.485,444.634,516.7,505.198,413.527,459.609,495.478
2123,10395,28.125,110.625,1449.522,1400.992,1240.328,1216.309,1706.225,1520.72,1566.153,1254.897,1262.669,1488.223,1466.066,1397.283,1118.127,1283.681,1545.008,1339.39,1304.176,1481.056,1180.396,1431.092,1378.915,1587.955,1527.094,1200.305,1313.414,1439.433,1176.027,1469.854,1284.28,1704.69,1072.762,1083.418,1623.022,1153.19,1360.977,1196.039,1190.475,1120.034,1212.003,1341.598,1297.925,1513.471,1442.359,1255.206,1235.29,1515.945,1266.583,1402.179,1285.752,1351.005,1500.62,1531.097,1178.663,1144.59,1707.06,1100.961,1354.276,1187.241,1241.724,1223.008,1265.605,1071.635,1668.869,964.402,1602.415,1119.424,1398.463,1504.32,1547.717
9723,21929,39.375,114.125,476.146,590.155,547.449,346.342,450.109,544.253,681.17,547.695,652.42,458.523,591.315,703.046,403.98,556.748,386.273,447.973,674.266,278.038,527.1,642.619,460.996,560.657,444.239,459.135,338.923,673.764,350.181,390.3,533.127,492.913,546.636,622.84,438.903,391.303,499.31,481.034,311.087,536.471,466.182,540.72,605.322,441.938,552.271,438.708,530.526,348.076,428.434,534.414,521.704,364.482,401.192,342.34,457.085,323.672,438.501,484.166,500.133,369.949,345.841,475.369,464.745,431.777,446.814,486.672,462.751,470.592,415.453,449.664,555.301
5381,15540,33.125,116.875,1050.662,1149.294,1011.127,777.728,900.55,605.473,1150.126,759.0,1241.229,871.191,811.131,783.151,910.714,790.067,1010.847,1027.339,1144.688,1023.503,582.867,783.032,839.586,1030.883,931.477,927.593,1094.9,843.664,1132.241,1002.246,681.099,898.263,483.792,1025.055,973.685,819.236,910.594,834.005,963.779,1048.267,773.397,1025.127,646.465,996.78,1027.418,1229.509,796.082,911.569,685.059,875.031,970.206,855.963,1245.918,703.951,911.667,667.925,1025.259,1355.084,743.274,1044.754,1100.203,1224.346,1042.845,1052.448,792.37,749.864,708.974,779.325,957.283,1118.034,1113.576
3748,13135,30.875,91.625,495.591,481.156,441.63,541.173,579.56,407.624,548.641,457.97,359.75,427.179,376.515,392.679,447.503,422.911,569.233,621.207,538.081,461.79,436.953,460.109,423.01,528.024,429.075,452.158,310.609,364.077,605.745,436.231,439.408,432.525,356.469,472.699,600.824,383.252,427.715,401.365,447.484,478.057,330.899,455.466,541.381,461.98,491.858,455.254,362.654,501.081,343.391,465.224,414.528,441.584,568.175,489.422,560.365,517.773,537.532,578.189,577.396,488.572,375.273,486.902,619.086,347.114,423.492,564.397,404.783,519.491,666.444,323.179,617.328
12499,25934,43.375,91.375,66.456,73.374,41.284,57.665,60.313,63.117,76.07,44.313,55.619,42.159,74.681,95.558,38.485,69.479,28.95,57.701,67.52,53.476,58.396,70.876,32.368,76.977,93.777,62.034,39.228,96.164,39.114,54.292,59.237,52.437,78.812,54.83,47.056,53.296,52.044,67.117,75.983,13.001,43.524,67.514,100.429,59.053,137.457,78.314,48.897,54.501,99.146,82.009,60.418,28.41,83.948,48.09,47.088,40.11,48.751,52.703,21.526,70.229,29.211,63.365,31.947,28.51,52.065,25.689,39.053,23.474,58.862,91.855,68.835
10259,22670,40.125,107.375,184.834,217.992,125.62,201.822,194.86,201.401,192.419,215.935,174.639,90.596,248.601,246.614,224.457,310.031,131.906,140.582,259.271,87.057,204.203,278.715,196.262,170.094,190.549,135.208,107.083,267.81,134.85,187.934,257.314,321.537,198.798,238.542,139.939,173.247,129.37,177.401,277.463,188.218,91.864,174.559,181.394,213.232,184.954,160.162,249.89,144.975,234.436,298.985,212.64,133.694,178.604,144.73,127.434,207.736,190.821,223.256,207.977,125.138,214.962,177.898,262.447,137.653,193.317,89.933,215.763,142.688,172.998,192.187,217.908
3251,12361,30.125,90.125,653.138,598.38,583.241,733.683,788.661,549.255,763.027,691.572,463.107,443.3,447.811,549.606,665.876,527.167,805.039,749.657,598.165,547.475,600.932,511.377,585.831,530.097,591.877,621.575,448.395,610.057,728.222,560.85,545.159,786.349,630.182,610.758,789.224,586.668,487.792,445.025,584.543,724.077,584.77,556.995,682.382,564.679,672.848,641.635,497.338,604.962,440.765,545.559,666.606,544.164,745.984,770.621,748.87,625.816,669.766,778.701,807.988,676.155,508.941,671.378,782.159,483.068,551.141,759.187,542.392,745.099,756.271,402.947,717.149
6270,16964,34.625,88.875,293.598,293.418,293.418,293.331,331.811,261.243,261.426,244.453,175.719,170.565,190.188,153.983,166.886,206.754,418.219,370.38,233.646,197.64,246.152,365.984,231.794,354.632,236.924,399.793,241.052,222.945,387.906,168.584,288.363,281.646,245.32,265.542,235.944,452.491,473.328,225.181,314.229,353.137,162.155,270.838,346.368,438.912,305.118,408.74,301.312,369.898,164.668,280.369,316.266,283.506,361.387,246.982,343.278,220.59,320.264,342.883,317.346,371.271,221.633,467.307,477.035,250.851,338.445,312.177,246.671,426.441,252.126,223.835,329.771
752,6565,24.375,113.125,1902.421,1616.376,1781.519,1773.671,1809.289,2041.872,1657.899,1653.47,1266.162,1923.333,1329.844,1892.682,1667.052,2250.686,1813.726,1061.403,1617.947,1578.134,1480.595,1482.085,1450.699,1556.308,1912.861,1511.058,1666.166,2171.832,1734.567,2296.213,1507.788,1572.464,1635.045,1427.609,1724.031,1907.854,1698.523,2316.003,1479.991,1498.214,1395.772,1702.342,1663.017,1383.433,1553.266,1102.994,1914.058,2096.881,2066.735,1634.836,1598.193,2165.623,1798.423,1514.526,1628.884,2083.598,1996.835,1275.982,1320.001,1656.392,1938.159,1419.481,1534.375,1427.674,1961.252,1433.181,1872.362,1935.97,1911.919,1847.632,2452.092
3374,12484,30.125,120.875,1502.253,1644.24,1568.39,1449.794,1488.011,1311.101,1911.628,1175.658,1482.593,1398.825,1233.133,1473.749,1311.591,1429.665,1370.481,1208.486,1143.825,1238.715,1255.673,878.072,1083.676,1245.355,1295.051,1132.675,1263.511,1751.131,1486.026,1480.668,1267.044,1547.729,908.757,1002.119,1466.039,1420.588,1234.292,1577.338,1466.563,1279.216,1239.039,1538.999,1236.567,1514.955,1470.266,1238.051,1364.96,1582.596,1406.376,1366.208,1227.672,1492.688,1332.585,1442.367,1523.927,1376.281,1725.054,883.488,1102.005,1190.951,1063.425,1384.303,1190.196,1441.756,1447.377,1287.229,1665.154,1304.993,1490.656,1556.267,1684.408
4070,13625,31.375,86.125,644.016,714.218,658.585,652.124,668.216,642.142,683.754,688.905,634.069,541.659,553.255,578.543,486.218,610.518,728.312,832.507,490.063,500.436,594.354,584.908,603.616,717.508,507.532,795.662,505.549,790.859,638.967,702.96,736.033,993.094,769.959,566.714,883.429,633.181,676.504,753.056,535.831,759.642,667.257,536.041,711.357,772.503,824.246,564.68,580.454,538.975,462.115,674.078,808.459,737.467,752.208,853.8,1041.671,928.381,917.515,791.366,795.258,812.855,788.267,851.116,887.309,791.273,635.608,937.06,586.138,854.165,626.249,746.23,324.455
7055,18107,35.625,118.625,733.516,809.54,926.265,796.115,803.792,840.383,670.744,515.735,860.671,957.132,734.306,781.778,913.692,813.674,1116.904,816.422,1130.42,800.067,574.767,752.259,544.283,726.03,951.288,959.413,765.418,696.478,1122.456,814.015,620.65,592.896,716.417,735.53,714.361,441.95,690.651,507.175,871.112,841.06,564.171,692.696,497.713,481.851,1001.197,623.887,536.766,801.071,781.753,908.293,717.008,617.27,897.657,616.485,837.869,743.432,465.383,1047.458,803.964,872.142,695.285,934.814,929.694,703.6,673.279,906.693,825.348,732.71,677.909,632.728,705.727
8882,20771,38.375,80.625,66.655,55.683,31.759,69.581,19.476,23.261,70.135,54.46,19.352,74.871,70.301,45.788,49.87,21.117,84.395,23.352,44.165,35.91,57.134,50.878,53.563,24.305,28.434,105.476,103.496,36.792,71.931,23.62,19.824,50.465,34.649,36.651,33.445,113.226,73.517,66.96,46.715,12.457,42.165,123.141,85.004,61.28,41.171,30.75,83.523,77.849,23.878,44.505,84.615,41.081,64.172,56.003,33.286,42.883,87.226,114.746,33.704,126.564,53.346,60.571,42.461,49.533,77.342,38.514,100.809,83.676,63.364,78.291,64.656
