OBJECTID,FID_precipitation_Output_Features,lat,lon,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
2481,11085,28.875,91.125,930.68,919.362,775.284,1023.969,1112.56,750.908,1016.405,970.571,728.057,711.264,793.788,936.482,902.72,819.645,1348.021,950.746,770.226,738.624,1009.404,582.667,980.874,712.706,846.71,908.02,754.741,947.175,807.749,731.876,722.822,1116.88,978.089,835.814,920.496,705.217,567.368,583.084,812.183,982.054,911.048,766.069,844.524,826.659,988.267,931.609,691.364,870.597,814.121,875.474,893.754,826.387,1041.946,975.941,991.381,1013.244,932.776,1022.323,1016.344,901.471,820.093,1013.898,1096.197,607.168,832.202,846.384,754.867,1072.459,1121.049,616.174,704.242
5898,16412,34.125,78.875,133.472,135.781,271.989,298.706,108.575,276.82,226.884,149.711,174.847,220.805,103.459,162.119,177.187,149.985,136.775,165.083,126.979,117.357,252.221,127.974,87.335,248.253,114.65,171.633,218.268,162.043,220.498,171.531,201.065,238.237,182.838,105.185,112.422,169.836,107.182,186.263,112.397,165.102,174.007,199.085,233.778,115.235,256.407,98.917,232.158,136.941,137.624,190.712,244.368,149.762,137.639,180.553,222.751,157.525,271.057,203.234,141.87,166.703,198.933,138.131,159.008,81.001,192.578,147.417,121.907,133.701,97.269,219.884,117.135
6396,17181,34.875,79.125,72.871,81.86,255.806,247.597,78.066,298.545,148.416,84.836,142.256,142.364,48.865,105.828,154.754,123.163,109.743,118.351,79.3,79.246,198.202,98.089,41.666,218.548,121.827,112.804,173.616,94.96,206.166,95.18,169.977,204.012,116.503,72.057,53.932,110.696,82.437,139.169,65.306,84.947,127.819,176.646,214.641,75.931,213.111,84.352,240.533,142.674,96.151,127.29,209.006,88.547,100.966,110.605,142.43,98.967,206.032,192.261,125.632,137.443,141.142,96.613,127.745,61.913,140.794,101.891,93.673,71.159,48.314,122.524,78.357
5975,16489,34.125,98.125,333.117,313.111,315.936,321.695,326.05,290.06,328.502,397.399,283.673,318.865,395.459,278.891,329.805,389.112,272.855,345.559,317.036,309.191,303.991,369.254,316.351,284.357,285.284,333.366,298.006,313.828,351.19,414.254,333.816,265.449,299.349,302.974,314.835,398.402,366.87,382.062,311.201,398.108,305.869,343.89,305.295,458.926,270.488,329.63,332.134,359.216,314.001,312.437,323.834,329.17,363.519,369.157,329.234,301.818,290.921,352.34,347.978,400.643,313.322,393.477,326.576,444.082,336.238,387.4,418.834,327.504,387.338,329.813,355.399
13982,29121,46.375,120.125,437.277,429.684,262.37,301.234,451.972,436.713,490.797,344.944,351.684,481.946,472.105,422.271,474.801,363.704,364.271,383.903,418.677,293.61,356.421,383.333,349.045,458.273,391.102,406.609,313.491,351.952,374.034,385.4,392.063,391.428,307.78,405.886,346.844,407.998,408.606,467.913,423.3,462.461,431.098,361.459,475.15,335.704,557.81,422.542,362.836,402.264,487.583,311.857,404.406,335.025,566.637,248.872,285.59,311.444,333.464,357.95,293.477,370.058,321.346,267.795,359.244,340.767,312.946,432.084,545.398,560.88,339.106,411.438,349.362
5205,15275,32.875,114.625,1122.97,1153.868,928.447,837.667,878.873,606.743,1327.564,854.207,1276.648,887.825,929.575,758.382,1112.21,768.904,881.296,1067.802,1169.103,950.258,467.869,1092.548,1101.718,888.762,783.943,1005.61,861.362,843.555,946.77,1121.636,706.224,1009.992,611.693,1110.148,997.814,805.594,1202.702,1110.742,1100.77,746.233,580.928,1093.68,648.459,1095.108,1000.166,1154.451,594.056,807.56,744.577,788.478,1140.552,638.256,1300.364,652.162,1324.864,588.202,975.701,1355.828,775.757,1261.57,974.259,1153.752,972.051,861.117,852.011,668.978,659.823,702.922,893.788,1080.526,1028.791
1414,8590,26.375,107.375,1162.075,1385.957,1291.738,1152.467,1303.727,1141.212,1546.607,1078.157,1012.981,1139.205,1063.855,1198.819,1086.74,1215.246,999.68,1164.965,1210.83,1307.905,941.005,1360.679,1206.68,1164.655,1254.473,1236.413,1246.841,1266.646,1170.943,1069.208,1396.697,1332.432,1149.805,1284.434,1230.556,861.511,1200.242,1222.515,1145.202,1235.005,982.18,986.842,1100.829,937.45,1069.03,1031.21,1095.945,1289.314,1235.047,1083.289,1115.265,1258.469,1166.038,1207.09,1471.541,941.889,1303.267,985.349,1105.98,975.155,1078.368,1066.186,1329.134,997.776,1100.128,786.168,1144.949,974.452,1376.94,1500.559,1333.029
5438,15686,33.375,89.375,353.311,348.869,348.869,346.757,372.621,328.774,336.484,310.791,244.45,220.636,212.262,202.66,240.859,275.468,416.321,490.619,276.041,263.865,300.787,403.567,268.134,389.744,295.423,465.568,259.002,295.881,417.666,235.193,341.862,348.358,293.411,320.195,377.732,471.765,491.46,289.54,346.727,419.378,222.578,323.946,402.396,481.504,365.779,395.298,281.141,414.055,224.685,342.604,375.991,349.614,404.391,336.031,364.742,271.17,370.323,430.636,408.121,422.402,256.299,507.161,541.571,305.884,391.071,443.598,323.824,460.133,349.37,253.802,475.783
666,6309,24.125,113.125,1881.471,1582.001,1821.685,1831.941,1827.452,2060.805,1679.069,1728.508,1263.319,1988.082,1328.747,1905.272,1682.175,2283.477,1760.022,1078.706,1597.85,1705.976,1534.001,1540.399,1377.177,1626.071,1858.336,1551.65,1665.663,2117.199,1770.55,2262.379,1468.418,1545.72,1654.796,1499.671,1712.767,1869.18,1688.594,2422.121,1467.728,1511.078,1456.365,1742.467,1799.934,1467.169,1529.251,1064.558,1929.293,2076.338,2024.5,1618.74,1543.536,2183.765,1783.771,1529.968,1654.356,2071.514,1930.208,1189.606,1293.335,1603.385,1915.752,1400.574,1445.27,1460.594,1868.013,1371.651,1803.883,1962.004,1951.437,1893.181,2423.734
13865,28745,46.125,90.125,84.829,86.42,71.088,104.338,107.688,106.531,124.367,89.535,88.806,122.157,152.278,122.553,125.743,131.107,65.336,80.028,87.95,75.231,128.358,80.784,98.602,162.274,121.323,115.074,81.885,98.507,58.848,86.398,114.667,99.753,105.857,153.281,97.011,102.278,60.813,115.265,185.533,72.303,151.919,176.499,115.442,119.111,107.509,118.337,160.118,133.192,182.49,125.093,146.147,107.087,123.953,125.923,138.176,122.38,101.931,142.239,93.054,136.144,96.54,103.772,86.097,90.482,136.795,114.369,112.074,128.651,131.441,122.678,180.11
10046,22392,39.875,101.875,145.91,116.247,116.845,122.416,136.14,126.86,164.159,154.57,105.257,91.884,183.674,108.31,120.814,97.119,78.037,132.924,186.982,85.811,132.409,111.439,135.628,173.105,125.948,142.469,94.774,175.097,110.852,143.715,134.034,185.041,120.149,211.859,105.76,162.974,84.87,145.523,97.263,91.036,87.446,91.698,126.817,96.543,112.106,111.924,159.858,128.224,129.35,172.176,213.268,137.474,107.485,145.858,118.267,98.066,150.599,156.365,107.552,101.962,106.007,204.642,173.947,125.671,140.612,140.559,139.398,120.301,126.65,127.488,137.032
2838,11652,29.375,104.875,1197.332,1105.478,1050.269,1012.1,1096.691,1053.84,1414.572,1009.2,1205.444,1277.954,879.5,1015.419,993.363,1219.948,1296.905,1062.53,1111.273,1285.059,1055.179,1065.835,1206.611,1095.927,1052.54,894.229,790.568,1522.249,1258.967,1015.841,920.579,871.662,798.825,1125.542,966.303,1134.274,1126.992,1359.782,1226.334,1101.681,961.665,1126.275,1124.018,1076.109,1024.702,1057.529,1015.685,857.019,894.981,862.31,916.126,836.45,998.957,1174.48,814.043,1029.996,1000.151,872.105,908.591,1089.215,752.074,1005.798,981.259,792.47,1121.19,676.519,1239.764,1113.49,1284.915,1343.696,1230.805
5926,16440,34.125,85.875,327.293,326.257,327.769,317.842,316.851,319.608,325.699,280.783,263.725,287.206,261.923,262.575,163.233,190.9,535.791,272.908,258.731,227.803,378.193,325.235,243.473,303.95,297.572,459.809,366.101,228.526,377.785,244.275,187.086,398.848,276.959,293.625,251.182,403.301,448.784,350.552,137.476,228.272,187.076,447.796,372.708,505.159,478.165,423.127,338.3,321.47,202.791,321.002,341.789,328.118,371.824,317.843,469.933,336.372,420.333,400.731,342.593,494.543,366.257,401.431,450.075,285.71,386.631,334.707,293.538,406.71,250.073,393.053,294.101
4030,13501,31.125,119.125,1267.526,1483.829,1123.358,1249.574,1285.367,1108.856,1829.655,1134.946,1448.807,1320.862,1067.521,1205.151,1307.948,1196.55,1411.946,1175.077,1237.385,1270.586,1023.699,1015.197,936.922,1377.872,1366.403,1014.096,1111.228,1223.334,1215.404,1365.734,1125.853,1505.101,697.81,1141.856,1381.089,1350.386,1225.907,1550.549,1380.879,1290.069,1079.057,1504.835,942.408,1485.568,1256.255,1696.358,1203.945,1508.122,947.39,1077.145,1376.976,969.942,1243.105,1377.728,1119.981,1152.857,1327.883,1183.244,1006.79,1092.312,1086.334,1010.442,1025.442,1309.597,1291.548,1175.101,1325.373,1203.711,1353.605,1679.499,2102.901
10699,23316,40.875,76.875,213.873,218.289,233.19,261.886,211.268,320.184,289.376,249.085,213.474,240.782,198.697,271.799,281.622,139.437,268.177,249.389,245.02,257.378,300.062,257.513,194.391,367.577,240.973,198.287,280.061,189.562,267.213,168.067,180.515,193.651,169.551,160.541,201.33,343.209,177.847,170.992,193.35,179.981,287.944,312.128,214.143,189.844,217.214,235.034,272.757,271.413,182.165,179.937,273.314,131.153,272.818,221.697,246.7,216.702,286.711,381.651,242.449,350.15,218.724,149.432,219.608,251.437,347.474,315.114,237.668,283.793,188.456,268.793,288.66
10362,22841,40.375,86.125,46.121,60.943,52.691,48.386,66.234,58.174,92.254,33.479,28.441,21.238,54.67,51.358,34.109,40.968,73.842,36.966,79.598,67.161,82.818,37.853,32.997,68.578,35.064,75.665,60.084,50.116,68.7,53.685,70.502,35.644,39.145,62.35,24.545,110.007,77.828,43.642,47.903,54.194,25.809,92.057,81.528,85.916,83.656,76.829,98.727,81.989,28.133,69.333,66.3,52.885,80.593,52.289,54.066,39.287,61.569,88.472,56.552,90.135,54.59,99.609,86.321,44.006,63.822,45.004,51.636,98.339,44.028,71.479,134.254
4364,14004,31.625,116.875,1196.25,1298.466,1151.181,1240.47,1232.053,924.615,1688.86,987.223,1327.067,1184.639,1043.341,1257.835,1390.21,990.512,1249.062,1179.388,1174.781,920.044,803.306,901.227,909.568,1222.758,1253.585,1256.271,1312.302,1066.821,1292.209,1583.477,888.362,1379.759,648.917,1071.591,1359.929,1074.671,1142.497,1397.292,1212.398,1196.062,983.298,1483.636,919.184,1505.877,1016.443,1637.58,890.58,1299.478,930.281,807.801,1319.251,878.458,1269.731,1195.428,1040.014,889.619,1289.631,1590.047,1076.327,1237.842,1100.546,1079.988,1116.302,1144.257,1448.515,1054.989,1078.165,999.101,1232.575,1519.703,1782.562
9586,21792,39.375,79.875,61.427,66.042,51.132,88.011,33.539,53.329,66.94,71.769,36.974,72.281,69.935,39.639,71.612,30.681,77.562,54.366,43.653,48.314,73.55,53.564,43.205,40.342,31.551,104.017,105.96,38.535,102.127,16.555,50.315,85.22,29.693,31.551,34.155,127.652,87.311,58.927,56.925,15.249,55.494,134.065,108.628,72.203,48.456,46.249,92.346,110.663,29.301,52.671,99.713,52.992,91.735,66.574,54.845,43.105,96.428,118.979,43.132,123.007,66.227,43.23,57.654,48.922,101.377,69.166,88.06,101.172,68.141,78.289,192.683
9613,21819,39.375,86.625,59.327,72.611,66.674,64.339,70.111,41.401,67.765,32.81,19.019,18.81,60.884,36.67,11.564,22.443,115.889,23.424,62.22,56.109,77.456,68.797,51.822,90.504,36.673,101.502,76.377,64.28,117.747,56.254,105.774,46.887,41.544,87.069,42.207,149.78,103.888,34.68,86.021,69.365,18.556,75.769,93.744,90.181,81.5,116.124,135.889,103.413,21.516,69.966,84.775,60.028,101.807,74.346,72.58,22.238,66.717,73.739,50.782,107.727,47.842,149.949,123.48,46.622,76.628,50.002,67.152,142.432,40.614,68.832,45.514
8966,20855,38.375,101.625,215.994,185.613,177.913,192.109,196.528,192.527,205.417,221.952,142.328,134.9,200.694,127.453,189.407,179.681,97.349,165.803,227.721,150.776,172.592,216.697,197.182,189.957,214.267,216.832,168.178,190.375,165.11,183.618,175.91,223.906,164.672,242.463,149.402,161.964,162.978,259.442,154.407,167.806,186.06,175.815,214.319,174.737,181.65,139.934,196.52,213.626,196.28,176.486,214.732,147.138,217.319,161.098,188.284,172.239,237.522,231.893,157.632,213.522,180.807,286.609,217.466,193.839,212.601,174.492,214.85,171.616,209.564,190.119,242.552
1875,9871,27.625,107.625,1333.315,1290.312,1164.981,1087.993,1252.769,1190.725,1626.399,1115.484,1000.376,1248.051,1028.157,1180.813,951.177,1198.561,1176.414,1249.309,1329.979,1208.606,830.496,1504.696,1176.755,1292.485,1285.095,1236.694,1189.453,1238.619,1179.17,1119.823,1212.869,1490.006,1184.652,1001.308,1172.939,897.372,1356.083,1240.844,1200.385,1029.073,935.089,1099.011,973.703,1053.296,980.015,1119.059,1056.629,1264.178,1075.738,1209.2,1365.516,1189.335,1488.374,1291.674,1245.993,1134.653,1279.221,1064.092,1194.521,947.547,1105.475,1038.303,1280.558,1026.963,1084.798,807.768,1164.281,865.923,1405.64,1473.965,1299.405
10939,23623,41.125,89.625,54.923,63.114,44.11,60.384,55.99,57.656,43.696,31.006,32.827,23.804,74.862,79.662,34.477,41.442,48.166,54.24,71.767,47.657,54.008,37.222,20.975,52.83,57.034,54.74,63.317,64.882,60.512,47.467,37.589,57.871,57.984,104.517,27.662,76.807,45.898,68.967,84.705,36.567,56.54,79.314,73.416,68.437,101.686,47.773,53.836,55.274,69.504,38.377,51.543,32.702,68.657,43.106,41.244,36.468,69.102,80.845,32.705,71.099,30.75,72.237,58.133,25.805,60.16,30.539,38.771,60.543,33.833,72.559,77.124
13703,28378,45.625,126.375,540.034,519.898,547.397,506.701,636.018,518.165,597.465,594.578,639.518,674.352,387.564,550.542,564.627,517.057,429.315,645.514,533.214,552.264,548.467,388.278,504.412,577.626,457.855,566.366,487.765,428.266,437.843,387.487,507.93,544.559,415.831,414.559,573.506,602.957,471.021,511.756,589.25,712.539,520.228,648.958,581.283,354.121,498.873,583.367,448.969,523.74,667.593,429.102,443.412,478.332,636.02,431.451,466.864,372.197,577.9,504.858,473.259,517.358,470.356,415.92,473.934,506.711,577.082,445.532,699.888,628.897,359.109,431.404,631.228
7345,18559,36.125,103.625,387.526,454.621,428.085,515.37,444.666,403.285,325.386,398.173,309.472,315.714,514.987,466.7,374.713,493.983,307.117,304.6,540.138,282.15,319.04,553.268,398.761,304.671,459.139,344.539,286.104,432.337,316.524,342.732,427.239,378.642,592.876,471.236,255.072,299.961,291.366,384.114,412.866,452.343,377.59,330.755,409.042,359.908,369.864,321.945,402.169,379.812,394.113,424.792,437.771,314.161,385.562,411.118,409.11,345.886,408.615,428.256,357.472,425.091,374.451,398.92,363.656,315.418,349.024,416.841,459.445,364.306,407.867,349.741,421.852
8590,20317,37.875,95.125,110.65,106.396,79.152,70.915,111.797,46.126,83.268,73.173,27.38,47.81,84.194,74.342,57.063,45.366,70.723,67.984,96.963,28.134,117.802,142.427,53.75,82.524,123.19,108.077,104.545,70.673,84.134,94.005,36.986,126.137,45.754,93.834,64.388,110.724,94.899,100.998,58.747,31.117,82.736,75.976,91.799,99.78,49.811,125.375,141.503,68.062,52.8,42.379,67.786,64.938,91.234,72.418,48.023,57.245,133.536,104.335,66.957,96.125,102.573,121.667,106.17,95.312,134.998,64.506,124.432,57.891,81.661,82.433,81.536
6946,17998,35.625,91.375,138.027,139.077,135.452,131.422,181.538,100.217,119.209,111.828,50.975,116.421,121.023,90.398,90.882,126.737,157.853,172.903,102.129,133.462,110.709,146.166,98.885,116.563,110.093,128.506,143.792,128.382,151.982,148.497,129.432,126.374,107.07,142.503,145.678,204.236,164.784,158.605,108.865,140.779,130.01,109.312,127.226,151.898,107.606,139.515,110.652,186.415,85.705,129.412,131.11,112.921,155.24,162.842,153.845,122.845,181.766,130.481,135.469,175.566,113.933,196.695,199.835,180.54,174.664,150.832,135.616,162.426,171.612,111.495,129.95
7999,19509,37.125,85.125,120.15,112.736,125.43,126.608,104.634,124.543,133.047,39.1,40.628,64.033,103.466,88.656,23.908,55.712,127.466,57.457,158.12,61.402,137.438,139.748,63.601,182.083,103.131,123.822,158.41,73.914,184.829,42.303,65.585,117.95,88.725,70.564,22.872,155.941,164.242,88.987,76.769,89.932,31.643,152.865,152.99,158.165,225.553,203.934,141.203,133.968,58.154,80.757,105.444,89.819,105.404,84.394,146.067,81.163,154.066,138.591,105.454,182.583,129.568,110.467,144.53,56.143,157.077,73.475,122.97,137.184,62.322,121.552,117.937
551,6021,23.875,105.125,1292.854,1174.769,1083.945,1225.655,1144.578,1160.853,1247.993,1021.137,1264.362,1162.609,1262.893,1273.462,1055.082,1371.552,1024.272,1209.339,1121.346,1128.238,1045.613,1190.644,1271.397,1138.254,1336.323,1383.523,1065.847,1317.111,1262.597,1143.298,1237.61,1286.377,1532.235,1155.972,911.279,1082.068,1212.136,1337.443,1288.186,1105.411,1293.138,901.869,1070.234,903.096,1270.857,994.069,1008.15,1189.073,1433.584,1098.615,1168.716,1375.388,1135.666,1190.136,1223.38,1304.108,1279.146,1091.718,954.026,983.906,1013.422,1083.334,1284.72,882.802,1017.118,866.658,1146.48,1094.178,1157.585,1481.68,976.659
8439,20089,37.625,102.125,271.144,255.217,245.806,248.654,254.115,261.352,215.781,301.073,173.176,220.444,270.397,197.973,261.583,262.109,150.564,206.12,296.884,207.89,238.543,287.705,263.137,239.36,283.087,280.377,186.883,262.999,225.806,238.87,232.453,261.726,227.661,267.051,201.84,240.714,205.845,284.706,224.951,274.099,240.686,211.158,292.154,283.84,230.827,190.602,275.774,256.921,261.105,230.017,281.837,232.873,297.582,249.088,252.721,240.103,311.413,344.528,247.759,282.796,239.943,358.833,277.273,268.439,268.012,270.179,295.596,233.41,279.326,242.172,326.839
13384,27605,44.875,125.125,520.314,496.194,428.889,521.899,444.447,581.532,556.361,623.666,702.029,651.652,329.117,567.992,594.589,451.144,419.748,542.857,545.806,475.78,552.354,433.767,459.99,578.765,486.636,452.096,479.726,506.753,521.802,461.106,438.449,539.449,424.387,463.066,511.218,554.236,307.844,430.798,495.29,671.894,535.113,582.666,510.101,390.846,604.689,512.549,428.883,458.395,574.317,410.297,385.708,476.851,586.539,412.409,410.483,317.076,545.871,488.772,354.623,566.54,430.503,364.863,643.34,454.127,522.645,451.429,656.604,604.025,336.419,435.997,710.888
3076,12090,29.875,86.375,753.454,944.393,795.636,778.349,824.255,764.398,838.805,871.541,758.768,654.851,663.336,804.283,657.707,852.99,985.973,1075.888,675.278,623.834,586.902,797.98,760.511,672.471,728.125,923.772,624.413,909.888,846.161,840.442,792.597,1042.697,892.61,758.055,1099.254,890.947,929.134,873.888,718.194,814.109,796.005,748.019,868.034,985.084,998.641,674.711,656.144,650.96,585.177,810.21,942.742,1063.483,962.339,1098.607,1246.329,1015.777,993.122,840.484,946.965,756.059,822.199,924.655,1118.541,772.923,960.198,1189.998,705.67,925.641,544.442,803.056,572.639
12791,26459,43.875,94.625,48.257,40.387,36.088,50.163,45.937,28.18,50.561,43.197,28.167,19.89,61.307,37.305,25.652,51.238,40.065,18.793,42.834,22.789,63.578,31.4,54.611,50.688,26.338,41.692,22.258,47.865,32.391,35.766,45.292,35.499,30.599,66.066,33.301,36.451,24.702,64.476,52.482,16.912,46.635,40.469,36.255,32.411,58.214,41.091,60.429,61.921,21.339,49.405,34.444,47.365,58.622,37.719,38.547,41.768,28.886,68.843,40.347,47.602,23.871,69.802,27.882,31.472,35.089,47.352,60.896,40.375,39.252,52.641,49.484
2804,11618,29.375,96.375,801.873,749.373,735.424,700.766,746.146,751.179,826.169,800.737,661.6,744.55,689.804,644.432,668.737,690.448,784.204,621.333,690.034,788.356,817.539,521.714,663.345,648.244,798.211,617.277,602.372,715.024,719.955,602.46,633.876,804.612,684.303,641.866,712.566,649.658,606.806,574.936,612.076,743.581,589.638,762.618,803.506,742.0,871.506,899.031,533.045,814.007,547.332,764.069,745.953,619.031,928.343,734.02,760.306,707.487,665.386,623.669,786.554,623.167,680.703,641.894,712.984,607.67,826.159,571.501,802.792,722.514,538.83,702.136,755.796
15143,33993,51.125,122.125,532.218,577.942,425.981,477.09,448.27,453.382,447.264,463.385,488.752,476.022,504.276,511.273,462.829,455.539,527.317,480.178,391.129,401.196,393.474,448.253,402.708,525.736,469.578,388.512,500.833,342.088,373.768,459.737,444.597,582.099,521.344,338.078,500.133,441.22,573.943,497.783,657.819,477.746,359.462,385.775,535.642,516.123,559.45,501.533,398.682,597.989,441.458,445.475,548.651,475.263,520.967,465.985,374.041,455.093,295.472,522.176,413.773,393.431,482.121,328.296,404.052,524.897,401.97,477.608,502.245,619.062,326.847,359.85,479.498
4803,14696,32.375,97.875,444.369,416.333,412.551,400.544,413.283,388.743,450.549,388.878,372.105,477.825,372.065,366.313,452.88,423.363,421.753,460.005,407.093,450.754,403.145,386.089,414.767,332.417,456.836,357.229,376.025,352.373,457.945,403.904,428.627,366.008,373.667,445.041,476.277,456.078,427.708,409.184,310.916,481.424,345.901,403.403,422.839,489.959,441.025,437.091,376.846,464.946,344.61,462.822,410.552,367.37,491.54,461.009,442.569,398.375,338.751,476.787,397.158,491.472,347.053,325.066,424.924,432.496,394.6,432.688,502.439,419.154,396.45,400.939,413.143
2579,11183,28.875,115.625,1597.934,2081.746,1462.191,1657.492,1857.455,1962.906,2228.931,1620.89,1493.198,1626.29,1334.511,1446.276,1306.035,1402.677,1726.265,1067.014,1232.676,1478.465,1265.389,1606.642,1201.254,1642.932,1818.804,1176.036,1602.046,2009.675,1340.222,1873.201,1484.436,1750.504,1106.069,1178.253,1729.8,1398.664,1379.969,1829.748,1581.422,1419.995,1263.909,1484.008,1339.34,1652.857,1481.857,1517.988,1466.579,1951.954,1655.975,1729.67,1375.722,1575.152,1922.414,2125.107,1388.534,1378.199,1780.959,1618.416,1225.249,1664.291,1428.847,1138.488,1340.859,1269.907,2060.338,1097.586,1985.298,1352.724,1692.48,1863.126,2033.883
10839,23456,40.875,111.875,313.919,429.812,281.694,285.048,327.92,334.08,341.213,303.551,321.185,333.111,505.022,594.969,282.176,548.09,227.885,294.261,472.116,144.272,282.199,513.355,342.494,376.354,356.608,301.723,326.529,346.845,205.664,360.118,502.812,340.466,400.78,410.835,268.476,412.85,291.596,358.786,395.163,365.648,237.348,233.748,362.751,319.176,419.479,301.533,451.697,270.655,408.409,407.55,329.378,317.957,466.198,248.368,291.94,258.145,360.06,549.435,355.578,217.066,262.467,244.1,477.988,232.73,406.555,151.765,481.204,470.943,314.124,294.853,459.121
1426,8602,26.375,110.375,1537.977,1691.188,1415.459,1581.681,1558.704,1620.62,1567.828,1496.054,1230.123,1396.775,1470.141,1558.673,1312.556,1800.198,1451.807,1122.555,1373.0,1537.641,1199.585,1443.291,1729.879,1342.574,1641.378,1226.621,1524.34,1636.212,1225.486,1536.933,1545.613,1501.195,1428.543,1353.012,1530.099,1511.741,1754.462,1554.617,1269.44,1189.924,1272.994,1490.587,1432.828,1301.332,1447.831,1478.115,1314.383,1659.912,1946.674,1263.818,1499.945,1593.197,1426.485,1525.395,1546.272,1308.859,1965.671,1196.405,1408.344,1188.73,1570.521,1066.785,1413.098,1306.472,1405.182,1048.318,1521.093,1303.146,1584.339,1654.221,1459.007
14760,31550,48.875,87.375,267.681,278.461,390.228,330.563,394.823,371.865,471.818,296.875,454.345,467.883,483.761,427.282,428.782,436.637,249.656,301.196,316.845,355.885,501.375,337.607,433.855,497.607,415.697,425.959,373.635,447.619,186.623,291.045,388.052,272.226,334.039,320.165,340.245,354.278,292.575,563.434,597.38,295.642,338.597,498.484,428.451,319.683,350.729,345.107,414.611,495.828,429.477,473.456,448.701,259.474,479.045,386.146,466.344,468.209,377.339,339.689,398.79,453.46,355.28,449.845,349.181,370.816,426.443,364.956,504.221,441.277,289.179,450.358,467.699
14337,30161,47.375,124.125,441.237,496.055,247.431,485.891,493.379,394.031,338.602,343.835,517.599,707.3,414.042,485.26,565.914,323.059,454.544,551.827,459.518,413.161,530.493,429.639,308.862,456.726,413.709,365.799,357.238,342.288,454.686,313.613,351.261,394.116,342.678,317.713,436.673,571.634,352.542,462.747,475.294,463.99,484.148,491.758,634.983,395.084,452.452,536.678,358.129,490.836,461.383,343.382,395.488,359.39,606.61,419.217,340.532,256.264,354.961,600.874,306.54,498.78,464.51,390.42,382.808,439.381,492.706,434.902,551.031,618.365,363.098,349.478,375.751
1309,8312,26.125,101.875,1281.689,977.942,930.999,972.787,1192.224,835.163,1202.416,1054.378,1071.29,1123.604,903.203,1086.304,689.053,1063.564,943.659,975.18,1014.19,1228.478,1404.311,858.765,1423.877,887.725,1240.417,1015.951,888.186,1151.127,1306.335,830.171,1035.23,917.687,1062.203,958.11,1129.563,967.084,973.289,1191.514,987.803,1271.162,1205.123,1041.898,883.384,822.707,1203.225,1149.205,833.405,1078.883,1118.274,1209.211,1111.085,1218.53,1153.664,1140.309,1108.242,1408.645,1259.076,902.019,1190.097,1025.808,962.37,1131.264,1096.35,967.469,946.547,823.027,783.64,977.783,1111.805,1079.977,1181.53
3744,13131,30.875,90.625,524.508,513.311,478.59,583.794,627.661,447.358,597.784,515.423,376.876,394.357,360.36,395.357,469.652,391.583,568.886,639.456,501.668,501.809,449.669,486.317,456.818,553.113,480.24,519.727,329.872,462.685,678.708,455.414,477.426,497.332,375.293,499.635,681.782,489.576,465.987,395.461,462.477,558.698,396.096,436.125,622.388,492.065,532.146,507.305,400.856,527.268,337.223,464.249,512.518,474.796,565.057,572.858,544.462,486.348,540.803,675.826,637.654,618.811,379.265,537.3,679.131,427.03,475.589,690.472,492.711,530.599,660.59,326.671,705.595
6865,17832,35.375,113.875,629.46,772.477,558.929,581.028,514.614,563.949,775.675,724.305,827.69,653.734,885.22,587.675,453.732,671.983,615.538,769.679,956.871,369.866,479.609,738.15,507.369,642.31,518.54,675.013,609.934,834.395,674.359,610.169,633.815,649.456,527.292,528.563,577.29,492.137,628.241,762.576,799.484,653.301,362.464,605.466,481.155,547.651,759.023,505.753,525.764,639.699,775.356,511.278,637.18,366.794,745.648,522.862,743.444,450.883,498.798,896.941,722.856,667.106,599.07,572.07,609.658,727.677,624.921,629.649,526.845,438.644,498.73,652.802,797.263
6163,16768,34.375,103.875,552.312,598.359,560.419,496.216,542.706,546.077,576.475,534.949,490.85,432.091,522.785,537.035,510.287,621.41,507.448,569.39,656.379,418.364,634.496,741.838,574.383,485.191,574.261,468.751,438.55,656.292,483.206,551.873,558.169,509.519,648.628,497.516,511.745,595.563,462.368,586.202,661.499,628.573,479.702,418.018,580.572,528.691,579.18,490.427,627.249,580.27,507.604,507.214,486.895,429.638,559.911,517.512,489.431,490.266,447.92,646.886,492.101,571.044,523.54,543.132,548.543,489.106,478.939,596.974,562.925,626.239,582.772,464.281,555.958
5543,15791,33.375,115.625,1032.871,1128.535,902.768,842.483,847.219,525.369,1293.821,765.495,1289.05,764.978,892.686,718.033,835.82,646.803,799.897,1205.299,1063.895,1002.145,576.142,886.039,940.093,907.609,803.677,803.239,941.92,803.497,1009.459,835.823,696.343,784.946,492.804,1144.681,838.663,623.687,891.714,934.851,1140.083,929.394,630.889,951.199,648.735,952.453,886.591,1136.583,758.293,765.936,739.209,846.266,1029.956,797.704,1230.887,618.556,1084.759,674.847,880.083,1422.208,812.727,1034.416,855.355,1135.856,878.016,904.294,713.737,644.901,694.744,788.828,851.21,989.773,979.947
